userRequest,actionReferenceIds,agentResponse,category,conversationUrl,createdAt,externalUrl,handleTime,humanAgents,humanAgentsWithInserts,incompleteActionReferenceIds,insertCount,integration,mavenAppId,metadata,quality,qualityScoreReason,referenceId,resolutionStatus,responseLength,responseType,sentiment,tags,thumbsDownCount,thumbsUpCount,timeToFirstResponse,userIdentifiers,userNames
"User asked how to set up their TiVo device, specifying it is a TiVo DVR.",,"Agent provided detailed setup instructions for the TiVo DVR, including connecting cables, internet setup, powering up, completing guided setup, and activating the service.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGbwxkl3GRDh8Fi4C7xMQl0ybEjOWJdv289nYGMVaKXyWgC6xks0HTjW39gdmMimRc9jMt7G7Oh2,2025-02-02T19:46:16.707195Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,AFvyJ0FpuUudyYzJZJ5_v,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user asked how to continue using their TiVo after the cable company stops supporting CableCARDs.,,"The agent explained that without CableCARD support, the TiVo DVR may not connect to cable TV but can still access streaming services via the internet.",Cable Card Alternatives,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjQnXQaRMwOLkjqQa2JzbmS1QsOYQKakNYaeESXLwnmOhbxVRyoLqGRxY3sgNIYC0fjbVp9I0u4,2025-02-02T19:44:06.417690Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,ppZcdBelqBzglfFCG5lln,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to deactivate a TiVo device.,,Agent provided steps to deactivate a TiVo DVR.,TiVo Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGe2GnRLZeuCkTywOkcYryOrmzlzjXaM7FZx0hknn8JtsQX1te3K51aLWYGVeQYUN0xlUwJQR6lI,2025-02-02T19:32:48.506086Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,NlfkD-gf0xMjFZxzSpuSU,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to stop automatic renewal for TiVo and inquired about their yearly renewal date.,escalate-to-agent,Agent provided steps to cancel automatic renewal and advised the user to check their renewal date in My Account. The agent then escalated the request to connect the user with a support agent for further assistance.,Subscription Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaVrj50hZIP4iVovl7tH3GkR0yPTcguax82De5euZNtfS4Nrlbm6gWBf0hxLIU6OKKiSqJNlgc0,2025-02-02T19:31:27.751096Z,,3m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,876pgnFw7NwFUwxErIS2_,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,1,0,,,
The user asked if they would receive a refund if they cancel their all-in TiVo account.,,"The agent explained the refund policy for canceling the TiVo service plan, detailing conditions for refunds and fees.",Account Cancellation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGi03pW8DYkgM3Y7P3gV8T1nMYOhp36tS7v29rOoIyafrPmGXUMoSBZMRNXZkWrGOmkKz945faVQ,2025-02-02T19:01:32.845262Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,gjy4BH9woSm7Sm8dHUsbt,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
The user requested to return a newly purchased TiVo device.,,"The agent explained the return policy for TiVo devices, including the Non-Returned Equipment Fee (NEF) and the time frames for returning the device to avoid fees.",Product Return Process,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhKlNYnOQ6IqOr5p7jeb1Agl46evZK33Ad8cPzVW7ekyE0YPzycUZ4N1ujZYCPI0crYDX5VteQm,2025-02-02T18:56:47.379337Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,c7yWJo6LHbnv3NxB19F9Q,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user asked if they would receive a refund upon cancellation.,,"The agent explained the refund policy for canceling a TiVo service plan, detailing eligibility for a full refund within 30 days and conditions after that.",Refund Policy,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcaU3W1FcOEgxDpB9wLAgaGrglb4iVsiljpXTnOyW2DW9JqDEIyc3lKUV2UebpLgmRAHRnMe3oC,2025-02-02T18:53:06.094164Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,EK7z7qsMvdmQEfjfnCTUt,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User asked if the TiVo box needs to be connected to the internet and how to connect using Wi-Fi.,,"Agent confirmed that a TiVo DVR needs a high-speed Internet connection and provided detailed steps for connecting via Wi-Fi, including tips for a successful setup.",Internet Connectivity Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGagfW5vN5Wh51EJHfO392BhzXAURR3gwWboVYCpBwOD0V8cjvCZbtLxPrfUbqF2EyMdqQqsw9eG,2025-02-02T18:34:30.877079Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,9Pl5LHLPKp8ut6OEqVD3d,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested help choosing a new TiVo device and inquired about transferring saved shows from their old TiVo Roamio.,,"The agent provided options for new TiVo devices and explained how to transfer saved shows from one DVR to another, including steps to do so via TiVo DVR Online.",Device Replacement,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGiRUDyY3RX02Yth47aQkdnOiMcLgMnUJvXCRZXlLgVSHJK4tssnCDSGrSb2mLN6VSjfCb0JmMLM,2025-02-02T17:53:09.938090Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,j4aTQdKq5TYq7AwBF7ark,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User reported no connection after restarting TiVo device and asked how to troubleshoot connectivity issues and check signal strength.,,"Agent provided troubleshooting steps for connectivity issues, including checking router, cables, TV setup, network/password, power cycling devices, testing other devices, checking signal strength, and internet speed. Also provided specific instructions for checking signal strength on TiVo devices.",Internet Connectivity Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjsnoAteGK82QBtLZl4xXOb1fDVsyK0EOvtXJarklYbVhXJ2aystYZPibWvxICTC1QlekjWnw96,2025-02-02T17:48:09.933511Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,sIRv8NFg26feaDogjz_-2,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,1,,,
The user is having issues with their TiVo not connecting to the correct service for channels.,,"The agent provided steps to restart the Guided Setup on the TiVo device, including selecting the correct provider and checking lineup accuracy. A link to detailed troubleshooting instructions was also shared.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhN1mBZGNHaWP5uAJcELznOwnEIq13VujEPIWgtaLRFjrS4R91araWDyGxhowuApWVKP3eOjwPc,2025-02-02T17:47:47.411263Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,crk_i-Dsl_nqQCYmWIIQT,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
The user reported no service for almost 24 hours despite restarting the device and unplugging it.,escalate-to-agent,The agent acknowledged the user's ongoing issues with the TiVo device and offered to connect them to a support agent for further assistance.,Service Outage,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkrODk7hqw4ZvSxXS6pifTb5Ntoc8ESJ4ZeatnZErKKJHPl29YCRWHoxm8k2wf1QmcWuGnsjxZs,2025-02-02T17:38:59.287641Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,yrqz6FEJMeTZsY2FGIaOH,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User asked how to transfer recordings from TiVo to another device and reported that the living room box cannot be found.,,Agent provided steps to transfer recordings between TiVo DVRs and troubleshooting steps for locating the living room TiVo device.,TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGj6ayPRRrPXnwUQidBMhn8XnJ6P1xoswKICNYNS4DHUPsXYTynH216R1uV4ZmlvFlQDsgmDJGdA,2025-02-02T17:31:06.599967Z,,3m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,nbwsrMoCu8AjPKS9x-Lz_,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's TiVo BOLT DVR is not connecting to Wi-Fi and shows a C130 error.,,"Agent provided troubleshooting steps for Wi-Fi connectivity and C130 error, including checking internet connection, restarting equipment, verifying network settings, and checking for interference.",Internet Connectivity Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdhdo8MzvnAPxmQ2rSvB1JqYulyqop0zhFC3dfojYYwUPMrndS3mGJcWYLTYoeZMRRk0BueBK9E,2025-02-02T17:25:14.165667Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,LSkgpvaYzv37lIWZDIHSp,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User is unable to connect their Mediacom Xstream cable Wi-Fi to their TiVo Stream 4K.,,"Agent provided detailed steps to connect the TiVo Stream 4K to Wi-Fi, including troubleshooting tips and a link to a support guide.",Internet Connectivity Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGh2CnLASF1NOMjPiP9dP1K25BuvQxwLJnVGZqZwjntUYwtGbxiAx2yzmn7uv5wfWMhO7EoOsgse,2025-02-02T17:22:52.598666Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,aTgbuRysP_qKc0ASe_Nsd,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Requested to update payment method.,,Provided detailed steps to update the payment method.,Payment Method Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGepkLnuTqB8KSQ6YBzEJ7kCBLymWHTDqcASApGwM2LpNM9IhsX3FB3NEWybJUb4HZHjUPvtyins,2025-02-02T17:03:00.010352Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,StNCo8wNZ65_xCagdrrDF,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User is unable to receive channel 28.,,"Agent provided troubleshooting steps including checking guide options, verifying channel list, checking for missing channels, ensuring network connection, and reporting lineup issues if necessary.",Channel Reception Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjGy4Zxx9aqcbbGM1xJ9VKnKnQT9VR6CuTpEdgo3tBYQr2e5380OnLp7v7OCUvhFXn95MEkzUiS,2025-02-02T16:49:00.540871Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,opxpj3cFkiIxg647TPOOj,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
"User asked how to set up their TiVo device, specifically a TiVo DVR and later a TiVo Stream v1.1. They inquired about connecting to Wi-Fi, Ethernet setup, and whether an additional router is needed.",,"Agent provided detailed setup instructions for TiVo DVR and TiVo Stream v1.1, including connecting to Wi-Fi and Ethernet. They also explained how to use a network switch if no Ethernet ports are available on the router.",TiVo Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfHUNtCZmvUN5cSLkk3bDcPOugoGFpzNSmfdbKPwsmP5ALtGZjIn5QMl6kRaqDLOraDcKGXr9eu,2025-02-02T16:40:28.079929Z,,7m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,VFu9Svjtr_DajlMRc_3hS,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked about the monthly cost for TiVo services.,,Agent provided detailed pricing for various TiVo devices and service plans.,Pricing Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkCCxZtDP7avoh8mX0aiSPmNcAeX1f7FcGaqq0WfgYbAZBTH2B9jLCd2xOiSAYa7Ic1Ytf2u4xQ,2025-02-02T16:40:14.078254Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,uBvliEgij22m53of-n_8b,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user reported that their temporary password is not working.,,"The agent provided troubleshooting steps for the user regarding their temporary password issue, including checking for the latest password, looking in spam folders, and requesting a new password if necessary.",Password Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC8c735B3wM6cxQfQB7YTo3lIvKOYYY7nhNn4iuJj08nvBwsqW8GdOCodbvUZ1R1cHkVmqPypQxUHpZrKeoe,2025-02-02T16:31:28.732287Z,,0m,,,,0,API,chatbot,,GOOD,,kvpko3my811my1mg6it9oqtq,In progress,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
"User is experiencing issues with their TiVo DVR, receiving no picture and the remote control is unresponsive.",escalate-to-agent,"Agent provided troubleshooting steps for the TiVo DVR, including checking the remote, restarting the device, checking connections, and more. User reported that the steps did not help.",Display Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfJKLjw2ElERlN1LobOUjuIB4A5cK9kxYTbvOqfXc7cqvoPibeiZdKpAhcCMzwgXJ3W5RAy3BRM,2025-02-02T16:20:43.672845Z,,5m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,VvNUXQihw17QIHtOccJEC,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User asked how to mark a device as inactive.,,Agent provided steps to mark a TiVo device as inactive through the TiVo account.,Device Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfcslAaxInYfHRQSzIFgL65VozVmextXJ8AWPMElpcf2SgDf8nfStcMTBISSDykgoTBQRbvyrO0,2025-02-02T16:18:17.244710Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,XsUhheVi657qWfLGrpJvG,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user asked if the lifetime plan is transferable.,,"The agent confirmed that a TiVo device with an All-In Plan can be transferred to a new owner, provided the subscription is not a Free Temporary TiVo Service. Both the original and new owners should contact TiVo Support for the transfer process.",Plan Transferability,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkznr2UnJNO7TBHShfXFA76fynYDtCXetal6QpFZSkLhxM26LFN5emJELU2K5MUejnnuicTSo20,2025-02-02T16:12:56.801907Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,zMs5uN60HGXdpC4BHUC7K,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user inquired about an email regarding CableCARDs in their billing.,,The agent could not determine the reason for the email about CableCARDs and suggested checking the user's account details or billing history.,Billing Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGbyQB6pkcx9VcmLHSu3BzeN6SPdkXcqBU3mbWjBmBxwB1dGg1B5KHAtOPvJ3juDEXySpwSK4iPM,2025-02-02T15:46:32.544652Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,MISSING_GENERAL_KNOWLEDGE,AlmrdZpBM76-qxcNhtksr,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asks how to get their TiVo to work when it says help.,,Agent requests clarification on which TiVo product the user is using to provide better assistance.,TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeesSJfAjUmoCmDlge98c965maOtzTA91aBGpUjbYOSh1vt69RXE2LsTK0bJ153N7WMtVm2OkTM,2025-02-02T15:37:18.951558Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,RY_YCEQu_jVeG5O-u3B84,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Troubleshooting voice remote issues with TiVo.,,"Provided troubleshooting steps for TiVo VOX Remote, including pairing, operating modes, resetting, firmware updates, and links to guides.",Voice Remote Troubleshooting,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGidAMPagl5cVEICfPcQxu3T3shKIdEweHKwyeIkgFQlWS6y0ElhJPZWde4UeTRhjoLB1VUDtbsq,2025-02-02T15:21:41.218600Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,kdh5n-ZC-lSmWlmFvziu1,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User cannot connect their Panasonic TV to the internet and is asking about the location of the dash on the on-screen keyboard.,,"Agent suggested consulting the TV's user manual or contacting Panasonic support for help with the on-screen keyboard issue, while offering assistance with TiVo devices.",Internet Connectivity Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcQt7e0KMdzROygULb7S8feXNLgGz4MfsKnVoXUShmHMOv1FBqPY8jDGA4auHaUUBXEz1JhFFNE,2025-02-02T15:17:55.612618Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,MISSING_GENERAL_KNOWLEDGE,DQon_h_5hlRDX5DlraVej,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User bought a TiVo stick restricted to America and cannot access the guide to change settings.,,Agent explained the regional restrictions of the TiVo stick and suggested checking the return policy for a refund.,Compatibility Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeWBhTw5gUHOQvyfJnSFOimOkGh5SIYZPzWeIyWgjaAH6gTfox6OZzyWwLwaEod9XrjatknzAwO,2025-02-02T15:12:04.085479Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,Qw-_WCrU3W1XxzWCfYGw7,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User cannot sign into their account.,escalate-to-agent,"Agent provided troubleshooting steps for signing in, but the user reported those steps did not work and requested further assistance.",Account Access Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhqKpb3qmWYxua8hGPwLK1iFXKswcpmuQXccLQn8ytCV7BBUXX9FzM0sl44W93pjeLICjp9T7zA,2025-02-02T14:57:31.385964Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,fmNJAHer7umHFiG59bT4O,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Asked how to change billing address.,,Provided steps to change billing address on TiVo account.,Billing,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGe0JTNyHGbnz6dFXFebulfQgUWhdy4fHHcxyoKMpuR1PuzQnAhH35szA9A6kf0aMJzgzmrwyKZA,2025-02-02T14:18:10.517528Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,N9vsVhjCPVFr-ueIJJHSX,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user inquired about the issue of having a different credit card zip code than the service zip code.,,"The agent advised the user to ensure the billing address, including the zip code, matches the credit card address to avoid errors when placing orders. They provided a link for more details on managing payment methods.",Billing Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjQS3XOaKXeCWY73ArkfWSqXYXny6fa63qSmJOSMVh8NYgQcg2DAOPO6xq3snmu55UHhLyDgZLI,2025-02-02T14:08:34.697451Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,pgUxjovRwdHfNj9tTX5AF,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to turn off TiVo+ ads.,,Agent provided steps to turn off personalized advertising on TiVo and mentioned that generic ads will still be shown.,Ad Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGho1wOqadZSvqy7Tto1rgUQIH6MihxJqUXvd3SwRcfDKQkzfDVTHkwNVd2B5DhmWWe76jVRZKoG,2025-02-02T14:01:06.011526Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,f1PLcDGDGRKpBSUah5wzx,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about billing.,,"Provided steps to manage billing and orders through My Account, including how to view billing history.",Billing Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaNZGxtm3UjfZBa2YhBeiZVZeBa1zr3wAWMyk6FHfKzXxTKn9XzDCWLotn6uYFndIGFCdKL1C32,2025-02-02T12:49:43.839567Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,7_8uu0S9fgtob3OpM-oEN,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User inquires why TiVo suggests contacting their cable provider about CableCARDs despite having used them successfully before.,,"Agent explains that the FCC ruling means cable providers are not required to support CableCARDs, and suggests contacting the provider to understand their support plans.",Cablecard Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhyTT6ZgqqWbTsItULA8HIykLQS2WRmTCxfU2DsNCbPT0BttIygAXoXoy5n55P8yY4AXBns5XN6,2025-02-02T12:21:26.649792Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,gA-60Gt0wn1_4_fc7YAvE,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,POSITIVE,,0,0,,,
User wants more information about account changes.,escalate-to-agent,Agent provided links to view account information and suggested contacting support for further assistance.,Account Changes Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhoINlfs0ZFGTfFJHTUTZGUYVRKFKQF7ntUiCWFfH7vc39QU8fzgZKGjZef2z1LCEvljEhkZFqu,2025-02-02T06:20:31.905641Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,f87pkCjbe2kvp3SCVCfzh,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User is unable to set up their TiVo box to UK settings and is stuck on the account sign-in screen.,escalate-to-agent,"Agent provided steps to perform a guided setup and change region settings, but user still faced issues and was connected to a support agent for further assistance.",Account Access Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcRixBTHYvrPFxsqhp7WXfj1tDZWGDxWNDrNzoYzal2uGZDswFAXAmhiwV9qU3XcGRUgTIPOsNw,2025-02-02T05:43:16.803867Z,,6m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,Dg2OzeIdX8iSq8f04rFhk,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's remote stopped working after changing batteries.,,"Agent provided troubleshooting steps for pairing the TiVo Stream 4K remote, including pairing instructions, troubleshooting volume issues, and factory reset procedures.",Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeMF28ErSE5EwCmu3jnSwEFw3319OHU7rzbNKuiVAYpHMkeIcGefrOFl22DLG0qyWx9Ks2zaND2,2025-02-02T03:45:19.809845Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,PtEbnO-G1Y6BUC3M39CQ7,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
